wv	10L	12L
671.41	2.482362045	0.6950697118
671.8	2.7143688405	0.7230542131
672.18	2.6096039535	0.64517116
672.57	2.5684517725	0.6422169964
672.95	2.3169083238	0.6592083965
673.34	2.3322015297	0.6122029015
673.72	2.4910823369	0.5870079339
674.1	2.4943738559	0.7576417954
674.49	2.3047865135	0.5905636673
674.87	2.3645487669	0.3342029607
675.26	2.3855119705	0.4328135225
675.64	2.3718426112	0.2100967165
676.02	2.5535693923	0.261277832
676.41	2.4318634035	0.3131000348
676.79	2.4058025292	0.2453341323
677.17	2.4284649636	0.303850899
677.56	2.5203290861	0.2499817761
677.94	2.3938204978	0.3626157492
678.33	2.2683820515	0.232005802
678.71	2.5155098422	0.1079396479
679.09	2.2017282815	0.1111309589
679.48	2.0060041001	0.0658166147
679.86	2.2295117435	0.0947623623
680.24	2.275234295	0.0643872878
680.62	2.2778651747	0.1544646771
681.01	2.1735118029	0.1257259459
681.39	2.0244442274	0.261549891
681.77	2.0189367966	0.2557086218
682.16	2.1088466176	0.1871549141
682.54	2.1396649206	0.2678998296
682.92	2.0763084955	0.3192958143
683.3	1.9321355828	0.1609374063
683.69	2.0877578206	0.3109568113
684.07	1.9882716404	0.4297525841
684.45	1.8034617532	0.0935821518
684.83	2.0294668991	0.5344821916
685.21	1.900173919	0.4424847607
685.6	1.6425685086	0.4101928469
685.98	1.7749163844	0.5652069055
686.36	1.9037702471	0.5276459995
686.74	1.7314795971	0.4830142901
687.12	1.5577624256	0.3778865221
687.51	1.6381452314	0.4829004687
687.89	1.7242956568	0.4456961953
688.27	1.6014232976	0.6409777296
688.65	1.5625709743	0.8353395412
689.03	1.4187239414	0.7608506701
689.41	1.4022172343	0.4330276311
689.79	1.3603560664	0.6196924027
690.18	1.4454405796	0.610827047
690.56	1.5419893068	0.7192570059
690.94	1.5676101527	0.6738156079
691.32	1.5398946123	0.745799381
691.7	1.4737680883	0.8591734544
692.08	1.4514852276	0.6588085965
692.46	1.3463125671	0.9690259502
692.84	1.3368313939	0.7722084161
693.22	1.5903920884	0.7363013937
693.6	1.3763777546	0.8573844853
693.98	1.2591548979	0.8582216391
694.36	1.1813819578	0.8349328215
694.74	1.1422618001	0.8119053158
695.12	1.3720339925	0.8049136941
695.5	1.4254659894	0.8710236189
695.88	1.4040267726	1.0099738119
696.26	1.1577622221	1.143592522
696.64	1.0281133628	1.2944981956
697.02	0.9907558237	1.2366100466
697.4	1.342818973	1.1607875012
697.78	1.0360859392	1.1354030529
698.16	0.8917556222	1.1247611524
698.54	0.7655240517	1.0754259105
698.92	0.737407775	0.9572238766
699.3	1.001887418	1.0315509981
699.68	1.0203181691	1.1410541697
700.06	1.1086171108	1.386513766
700.44	0.8557392005	1.2147334395
700.82	0.9066309374	1.2728562421
701.2	0.7486831765	1.4154209307
701.58	0.7947747171	1.1950209775
701.96	0.8590160572	1.4273763479
702.33	0.6304140784	1.3336737883
702.71	0.8032373456	1.4248406164
703.09	0.527070059	1.2424330797
703.47	0.4398470328	1.2590715406
703.85	0.5105346544	1.3059838256
704.23	0.4438267425	1.4682554382
704.61	0.6578978608	1.5193707116
704.98	0.4241642953	1.2485074051
705.36	0.4434602331	1.4585644726
705.74	0.5184786055	1.3598360302
706.12	0.7317171284	1.2988042348
706.5	0.6630593785	1.4222915485
706.88	0.3977558811	1.4551362981
707.25	0.2838373118	1.4054647913
707.63	0.2486321415	1.3172159308
708.01	0.3754172511	1.3649681576
708.39	0.3769299339	1.7185449527
708.76	0.4517746297	1.2592288885
709.14	0.1213702873	1.2134462762
709.52	0.0966769565	1.2460014126
709.9	0.1162025838	1.272302348
710.27	0.3422262774	1.692807054
710.65	0.2983448584	1.622686061
711.03	0.2809647949	1.4692440796
711.41	0.1433791793	1.4509039553
711.78	0.0145412999	1.5972059931
712.16	0.3271182549	1.5041714504
712.54	0.0772853075	1.5749492393
712.91	0.0771790184	1.6152652865
713.29	0.0259791981	1.5802700108
713.67	0.0715795014	1.584485948
714.04	0.0247740031	1.5117412962
714.42	0.0749372936	1.5583790697
714.8	0.2022461091	1.5239745973
715.17	0.0755263309	1.4128177286
715.55	0.0533697213	1.3707035354
715.93	-0.0105742107	1.4312194242
716.3	0.0076680556	1.6354111742
716.68	0.0185161845	1.6598436861
717.05	0.0034431345	1.6116518165
717.43	-0.0021210628	1.3399814095
717.81	0.0013255712	1.3648081119
718.18	-0.0007964967	1.4307735076
718.56	0.0005316529	1.4179182662
718.93	0.0712469467	1.504958825
719.31	0.0138287704	1.484997192
719.68	-0.0005320581	1.380956703
720.06	0.0002662161	1.4146722645
720.43	0	1.5992850255
720.81	0.082197028	1.5548048213
721.19	0.00374556	1.4310714662
721.56	-0.0016087516	1.5221471471
721.94	0.0018819764	1.3649705684
722.31	-0.0024244383	1.4358062604
722.69	0.0027012855	1.653997108
723.06	-0.0027077609	1.5282602636
723.43	0.0024424702	1.4836649825
723.81	-0.002178377	1.5855861917
724.18	0.0016409002	1.4130885925
724.56	-0.0010975992	1.3459309739
724.93	0.0005506528	1.3939774783
725.31	0	1.3988681162
725.68	-0.0005533215	1.448872282
726.06	0.0008310371	1.5221829879
726.43	-0.0011088373	1.3838289129
726.8	0.0011105341	1.3601266009
727.18	-0.0008333061	1.6141139178
727.55	0.0008332135	1.4772875796
727.93	-0.0005567582	1.4066496582
728.3	0.0002790696	1.4550689712
728.67	0	1.3216497562
729.05	0	1.4844770662
729.42	0.0002818284	1.6309407763
729.8	-0.0002828454	1.4198840334
730.17	0	1.3639720407
730.54	0	1.3069616971
730.92	0	1.2318137079
731.29	0.0002865928	1.2945399005
731.66	-0.0002876816	1.3840363765
732.03	0.0005777381	1.4160359693
732.41	-0.0008701097	1.4867274151
732.78	0.0008743267	1.5813655268
733.15	-0.0011703636	1.6393868671
733.53	0.001765824	1.6848904324
733.9	-0.0020686226	1.391592005
734.27	0.0026655517	1.212529835
734.64	-0.0035606755	1.2842169568
735.02	0.0044553236	1.1664037152
735.39	-0.0053470423	1.6281743695
735.76	0.0062364288	1.3622142292
736.13	-0.0071313586	1.3035529197
736.51	0.0077361856	1.2544522448
736.88	0.0481564508	1.0228786856
737.25	0.008309142	1.0508097049
737.62	0.0778761124	1.0766446561
737.99	0.0165695468	1.3874036634
738.37	-0.0065013968	1.313282145
738.74	0.0053227481	1.2614913088
739.11	-0.0038456385	1.2548614265
739.48	0.0020727266	1.2119528394
739.85	0	1.3235931924
740.22	-0.0020764373	1.3259535471
740.6	0.0038676054	1.216808158
740.97	-0.0056719007	1.2809540032
741.34	0.0074860319	1.3858142337
741.71	0.0300913716	1.3520053244
742.08	0.0105951444	1.1890779197
742.45	-0.0118527682	1.1825415696
742.82	0.0128121159	1.2177611097
743.19	0.087262078	1.0670468135
743.56	0.0144577441	1.0335748989
743.94	0.0869079543	0.9204201855
744.31	0.0810812292	0.9965846108
744.68	-0.0162410137	0.9900771816
745.05	0.0166420392	0.870410048
745.42	-0.0167298912	1.2212820556
745.79	0.026003145	1.3347224062
746.16	0.1726089152	1.1537039505
746.53	0.0147512936	0.9229178889
746.9	-0.0132190088	1.0088360634
747.27	0.1310841814	0.900758708
747.64	0.1246339082	0.8151643345
748.01	0.1071244688	1.0869214395
748.38	0.1705512636	1.0923792065
748.75	-0.0003288341	1.0128090557
749.12	0.0033017594	1.109391175
749.49	-0.0059738673	1.2488701387
749.86	0.0120051552	1.1104768518
750.23	0.220620285	1.307627829
750.6	0.1366133772	0.8726390292
750.97	0.1601132601	0.7944731953
751.34	0.077035789	1.0574604341
751.7	-0.0115753953	0.5515335396
752.07	0.1232564445	0.519998795
752.44	0.3299023861	0.8456315312
752.81	0.1475119715	0.8974216683
753.18	0.0329583779	0.8558878769
753.55	0.1855252635	0.7920104476
753.92	0.2709394067	0.6556319993
754.29	0.2110784162	1.0571194004
754.66	0.0866987758	1.1426898652
755.02	0	1.0056765801
755.39	-0.00069727	0.737363007
755.76	0.1734436966	0.5797775181
756.13	0.0063135481	0.8095371715
756.5	0.1438481288	0.782899596
756.87	0.184490819	0.6208486453
757.23	0.1438761939	0.7838771945
757.6	0.1801715001	0.5900082524
757.97	0.0865252761	0.6475094013
758.34	0.3774441872	0.7624300755
758.71	0.2930910323	0.4032702165
759.07	0.1311332583	0.7654858794
759.44	0.3111845965	0.5581737693
759.81	0.452669612	0.3147582109
760.18	0.1431357556	0.5656053199
760.54	0.2917240651	0.5270090522
760.91	0.3579256825	0.2917792525
761.28	0.1028526819	0.4257879843
761.65	0.0535619221	0.5744054409
762.01	0.2709127959	0.582536531
762.38	0.6410770915	0.517978425
762.75	0.3530810972	0.2196536089
763.11	-0.0219672878	0.2461080887
763.48	0.0619248037	0.3085048956
763.85	0.0894547728	0.3016759285
764.21	0.4331521259	0.3159418368
764.58	0.3540850513	0.3288470743
764.95	0.0469506573	0.2926843392
765.31	0.3643840643	0.0464038161
765.68	0.2579648737	0.2916457475
766.05	0.2763670615	0.5211713109
766.41	0.1181343656	0.491516426
766.78	0.412086715	0.4553616681
767.14	0.2189641427	0.02506924
767.51	0.2706091946	0.1360912519
767.88	0.1520551255	0.171407596
768.24	0.1196873303	0.1291989062
768.61	0.4982594629	0.2515175564
768.97	0.3877932177	0.2516063101
769.34	0.5333251562	0.179245372
769.71	0.2522386715	-0.0217586074
770.07	0.4622158577	0.0242632996
770.44	0.4965849048	0.1716139009
770.8	0.3965874035	0.0179156527
771.17	0.3367160997	-0.0167337698
771.53	0.4750010237	0.0155603784
771.9	0.4155626662	-0.0143580388
772.26	0.4338348663	0.0180764528
772.63	0.4084837632	-0.0131636258
772.99	0.3451868652	0.012357525
773.36	0.5335338039	0.0748601694
773.72	0.3664554224	0.0116335055
774.09	0.3200202237	-0.0112653795
774.45	0.480338569	0.0104877417
774.82	0.3722741472	0.0362167157
775.18	0.5777497122	0.0092980934
775.54	0.4335478134	-0.0084926114
775.91	0.1835055842	0.0076816291
776.27	0.3247504391	0.014995073
776.64	0.4539667353	0.0055939029
777	0.3424272558	-0.0047559341
777.37	0.2957686659	0.0039145853
777.73	0.3703484604	-0.0030607311
778.09	0.5648935895	0.0021980295
778.46	0.6477917078	-0.0017687146
778.82	0.6064568774	0.0013338494
779.19	0.6558173491	-0.0008928759
779.55	0.4003926295	0.0008947321
779.91	0.5934613964	-0.0004485725
780.28	0.5386639419	0
780.64	0.6706906158	0.0004510361
781	0.2752699169	-0.0009054931
781.37	0.2177459034	0.001363753
781.73	0.6713346747	-0.001824279
782.09	0.4739271514	0.002742105
782.45	0.9338111583	-0.0036728069
782.82	0.6798949044	0.0041485113
783.18	0.2765583487	-0.005095715
783.54	0.7387888054	0.0055792735
783.91	0.3395842778	-0.0060723461
784.27	0.2788490962	0.0065611552
784.63	0.4062946909	0.1015736727
784.99	0.6107857918	0.0066081925
785.36	0.8292567351	-0.0066340539
785.72	0.1646691919	0.0061869928
786.08	0.4682155815	-0.005255481
786.44	0.4006476827	0.004803929
786.81	0.1984779663	-0.0038633181
787.17	0.7678729793	0.0033933781
787.53	0.4276790692	-0.0024299947
787.89	0.3394263354	0.0019479273
788.25	0.3823742896	-0.0014631669
788.61	0.1543555534	0.0009738521
788.98	0.6422052481	-0.0004865191
789.34	0.691548471	0
789.7	0.3153809107	0
790.06	0.7523600133	0
790.42	0.5591485808	0
790.78	0.6124986869	-0.0004826625
791.14	0.7541047771	0.0004821642
791.51	0.3285955192	-0.0004818116
791.87	0.4013877512	0.000481858
792.23	0.3222329413	-0.0009618894
792.59	0.3307495729	0.0009600858
792.95	0.8193082624	-0.0009576952
793.31	0.788977312	0.0014336353
793.67	0.393451177	-0.0014307316
794.03	1.0202296827	0.0014295605
794.39	0.7297200368	0.0223869724
794.75	0.569868604	0.0014294363
795.11	0.8265231248	-0.0014283234
795.47	0.2052336825	0.0014252339
795.83	0.5496925401	-0.0014216186
796.19	0.6263232475	0.0009446806
796.55	0.6539040952	-0.0009415466
796.91	0.9923128748	0.0009388012
797.27	0.7323312904	-0.0004676445
797.63	0.5003813004	0.0004663386
797.99	0.3957316673	-0.0004650196
798.35	0.3170983494	0
798.71	0.5394399956	0
799.07	0.8064183095	0
799.43	0.9700533193	0
799.79	0.536080186	0
800.15	0.8747792938	0
800.51	1.2490866096	0
800.87	0.532077085	0
801.23	0.7156636786	0
801.59	0.9556376237	0
801.95	0.6833914439	0
802.31	0.8292016919	0
802.66	0.7176125444	0
803.02	0.8561242665	0
803.38	1.1533421759	0
803.74	0.7467502954	0
804.1	0.5334775525	0
804.46	0.7933194154	0
804.82	0.9385194479	0
805.17	0.4259776164	0
805.53	0.5313377636	0
805.89	0.7868210341	0
806.25	0.6127498027	0
806.61	0.9332640111	0
806.97	0.8503454102	0
807.32	1.1109205046	0
807.68	0.7015017597	0
808.04	0.2231536388	0
808.4	0.6228924818	0
808.75	0.3955448052	-0.0004604713
809.11	0.7801655044	0.0004610907
809.47	0.5969577722	-0.0004616843
809.83	0.9923321519	0.0004624101
810.18	0.9598526322	-0.0004632493
810.54	0.7204432321	0.0009284062
810.9	0.9688079112	-0.0009293121
811.25	0.8746481151	0.0009319639
811.61	0.6940017067	-0.0014039144
811.97	0.5967052071	0.0014073236
812.33	0.6383131677	-0.0014101175
812.68	0.3041532343	0.0018833018
813.04	0.9307170999	-0.0023550534
813.4	0.6292734865	0.0028281954
813.75	0.717574465	-0.0033046192
814.11	0.7096295143	0.0042549405
814.46	0.5696403503	0.0378813201
814.82	0.5655807769	0.0056985469
815.18	0.5222119454	-0.0066705905
815.53	0.7538145952	0.008120943
815.89	0.4528648305	-0.0090955938
816.25	0.4194493826	0.0100898477
816.6	0.2807497613	-0.0110758911
816.96	0.6602260838	0.0120832007
817.31	0.716533527	-0.0125877511
817.67	0.7568851823	0.0126066718
818.02	0.696247392	0.1768555832
818.38	0.3501032584	0.0126778339
818.74	0.5608253472	-0.0117347937
819.09	0.6429963445	0.0107819509
819.45	0.2201283311	-0.0093357998
819.8	0.489357389	0.0073846688
820.16	0.4061302238	-0.0054216413
820.51	0.8274209736	0.002958597
820.87	0.9966829427	-0.0004929194
821.22	0.5995707408	-0.0019722722
821.58	0.4785546621	0.0187668495
821.93	0.2596267065	-0.0064411206
822.29	0.3801901096	0.0084266387
822.64	0.1093516093	-0.0099410554
823	0.3272391667	0.1160528552
823.35	0.5813871425	0.2929431346
823.7	0.7317771182	0.0120374577
824.06	0.4513559643	-0.0120898919
824.41	0.4497194264	0.0111041834
824.77	0.4951230675	-0.0095993248
825.12	0.582365207	0.0081024724
825.48	0.5978951513	-0.0060854468
825.83	0.1286799904	0.0035603159
826.18	0.2837696398	-0.0010225933
826.54	0.5334039334	-0.0015431165
826.89	0.6380161566	0.0036221517
827.24	0.8204914619	-0.0057267805
827.6	0.6369413025	0.0078505502
827.95	0.6452829372	0.0383596534
828.31	0.4171390412	0.010032458
828.66	0.301545291	-0.0100691749
829.01	0.8274734465	0.0101171142
829.37	0.5130413734	-0.0096195258
829.72	0.347275639	0.0085747071
830.07	0.0064518986	0.2349566394
830.42	-0.0010797627	0.0215952541
830.78	0.3380542856	0.1320694396
831.13	0.0147524861	0.313626926
831.48	0.2671296656	0.0599117974
831.84	0.441767851	0.0601908697
832.19	-0.0177311899	0.0022163987
832.54	0.0166553998	-0.0027759
832.89	0.3475696663	0.003342016
833.25	0.2272958723	-0.0039092656
833.6	0.517645353	0.0039215557
833.95	0.5404058243	-0.0039281836
834.3	0.411953402	0.0033766672
834.65	0.1308746769	-0.0033846899
835.01	0.2953202486	0.0028233293
835.36	0.2394166902	-0.0028299845
835.71	0.0505367652	0.0022713153
836.06	0.228826669	-0.0022768823
836.41	0.3094162287	0.0022793092
836.77	0.5453769769	-0.0022843015
837.12	0.1270553064	0.008584818
837.47	0.4727928123	-0.0028688884
837.82	0.0443136963	0.0028775127
838.17	0.0138464671	-0.0028846806
838.52	0.036526846	0.002898956
838.87	-0.0168665218	0.2477633897
839.23	0.4523989973	0.1941351367
839.58	-0.0081817588	-0.0011688227
839.93	0.0017584206	0.0005861402
840.28	0.0029381164	0
840.63	-0.0064853317	-0.0011791512
840.98	0.0082906897	0.0017765764
841.33	-0.0083178102	-0.0023765172
841.68	0.0071594271	0.0029830946
842.03	0.1331052604	0.1343044069
842.38	0.2128278332	0.1061124608
842.73	0.0683802669	-0.0036308106
843.08	-0.0048646657	0.0036484993
843.43	0.0146546987	-0.0030530622
843.78	0.0809433288	0.0030660352
844.13	0.0436804487	-0.0024608704
844.48	-0.01356301	0.0018495014
844.83	0.0136100962	0.0290761146
845.18	0.1923526148	0.0018614769
845.53	0.0105760082	-0.0018663544
845.88	-0.0081167639	0.0018730994
846.23	0.1735064591	-0.0018791313
846.58	-0.0012554464	0.0025108928
846.93	-0.002516077	-0.0031450962
847.28	0.1135596114	0.0031544336
847.63	-0.0101186712	-0.0037945017
847.98	0.0133115576	0.0038033022
848.33	-0.017142473	-0.0038094384
848.68	0.0197174456	0.0031802332
849.03	0.2131872904	-0.0025455199
849.38	0.1324612468	0.0019104988
849.72	-0.0254756071	-0.0006368902
850.07	0.0268201249	-0.0006385744
850.42	0.2349790782	0.1229318338
850.77	0.0275908403	-0.0019249423
851.12	-0.0264050158	0.0025760991
851.47	0.0252316709	-0.0032348296
851.82	0.112897747	0.0032441881
852.16	0.0208489029	0.2254287631
852.51	-0.0176785281	0.0019642809
852.86	0.0138061188	-0.0006574342
853.21	-0.0099022589	-0.0006601506
853.56	0.0066259496	0.0019877849
853.9	-0.002657423	-0.0039861345
854.25	-0.0006669308	0.0053354466
854.6	0.0040114365	0.1872003713
854.95	-0.0060444444	0.0080592593
855.3	0.0074277974	-0.0094535604
855.64	-0.0081527929	0.0101909912
855.99	0.0075106736	-0.0102418276
856.34	0.2195345384	0.0096046361
856.69	0.0048346273	0.0248637976
857.03	-0.002778947	0.0083368411
857.38	0	-0.007677622
857.73	0.0028128581	0.0063289307
858.07	-0.0056617362	-0.0049540192
858.42	0.0156641998	0.0035600454
858.77	0.2549939117	-0.0021488251
859.12	0.0114971194	0.0014371399
859.46	-0.0122657726	-0.000721516
859.81	0.0123225699	0
860.16	-0.0116457799	0.0007278612
860.5	0.0109752476	-0.0007316832
860.85	-0.0095427676	0.000734059
861.19	0.0080867313	-0.0007351574
861.54	-0.0066293746	0
861.89	0.0051665227	0.0073807467
862.23	-0.0036960539	0
862.58	0.0022160135	0
862.93	-0.0014771241	0
863.27	0.0007391658	0
863.62	0	0
863.96	0	0
864.31	0.0081387505	0
864.65	-0.0014812943	0
865	0.0022289528	0
865.35	-0.0029808481	0
865.69	0.0037339823	0
866.04	-0.0044941642	0
866.38	0.006014479	0
866.73	-0.0067879024	0
867.07	0.0083325535	0
867.42	-0.0091176037	0
867.76	0.0091450704	0
868.11	0.1507004036	0
868.45	0.0099896487	0
868.8	-0.0092429398	0
869.14	0.0084927811	0
869.48	-0.0069701015	0
869.83	0.0054385331	0
870.17	-0.0038968124	0
870.52	0.0015637864	0
870.86	0.000783551	0
871.21	-0.0023552992	0
871.55	0.0047316636	0
871.89	0.0174330529	0
872.24	0.0079523607	0
872.58	-0.00957724	0
872.93	0.0104135744	0
873.27	-0.0112653656	0
873.61	0.0113043189	0
873.96	0.1588716868	0
874.3	0.0113851085	0
874.64	-0.01064173	0
874.99	0.0098709518	0
875.33	-0.0090908649	0
875.67	0.0157445004	0
876.02	-0.002494949	0
876.36	0.0050075113	0
876.7	-0.0041897927	0
877.05	0.0033655036	0
877.39	-0.0025327771	0
877.73	0.0016911216	0
878.07	-0.0008469594	0
878.42	0.0008504507	0
878.76	0	0
879.1	0	0
879.44	0	0
879.79	0	0
880.13	0	0
880.47	0.000863378	0
880.81	-0.0008658317	0
881.15	0.0017380014	0
881.5	-0.0017440459	0
881.84	0.0026228227	0
882.18	-0.0035033127	0
882.52	0.003516029	0
882.86	-0.004405469	0
883.2	0.005301786	0
883.55	-0.0062015989	0
883.89	0.0062054149	0
884.23	-0.0070982693	0
884.57	0.0071081378	0
884.91	0.1085261583	0
885.25	0.0071356241	0
885.59	-0.0071446208	0
885.93	0.0071487519	0
886.27	-0.0062527257	0
886.62	0.0053549772	0
886.96	-0.0044565383	0
887.3	0.0035606382	0
887.64	-0.0026681594	0
887.98	0.0026642566	0
888.32	-0.0017706766	0
888.66	0.0008835346	0
889	-0.0008783033	0
889.34	0	0
889.68	0	0
890.02	0	0
890.36	0	0
890.7	0	0
891.04	0	0
891.38	0.0008557205	0
891.72	-0.0008522798	-0.0008522798
892.06	0.0008487311	0.0008487311
892.4	-0.000847352	-0.000847352
892.74	0.0008434339	0.0008434339
893.08	0	0.0075680007
893.41	0	0.0008372198
893.75	0	-0.000834704
894.09	0	0.0008328312
894.43	0	-0.0008303173
894.77	0	0
895.11	0	0
895.45	0	0
895.79	0	0
896.13	0	0
896.46	-0.0008265066	0
896.8	0.0008286337	0
897.14	-0.0008313731	0
897.48	0.0008318857	0
897.82	-0.0008318531	0
898.16	0	0
898.49	0	0
898.83	0	0
899.17	0	0
899.51	0	0
899.85	0	0
900.18	0	0
900.52	0	0
900.86	0.0008427983	0
901.2	-0.0008436599	0
901.53	0.0008440956	0
901.87	-0.0008430574	0
902.21	0.0016836768	0
902.54	-0.0008395767	0
902.88	0.000838037	0
903.22	-0.0008385579	0
903.56	0.0008385165	0
903.89	0	0
904.23	0	0
904.57	0	0
904.9	0	0
905.24	-0.0008338606	0
905.58	0.0016673778	0
905.91	-0.0024993997	0
906.25	0.0041698349	0
906.58	-0.0066813066	0
906.92	0.0091989079	0
907.26	-0.0117246577	0
907.59	0.014267448	0
907.93	-0.0168254361	0
908.26	0.0194414197	0
908.6	-0.0220449977	0
908.94	0.0238416036	0
909.27	0.0864147202	0
909.61	0.0257832288	0
909.94	0.2763314962	0
910.28	0.0251265245	0
910.61	-0.0243439659	0
910.95	0.0218449471	0
911.28	-0.0201882516	0
911.62	0.0176349462	0.0096992204
911.95	-0.0150318061	-0.0008842239
912.29	0.0124221657	0.0017745951
912.62	-0.0098046926	-0.0017826714
912.96	0.0071650975	0.0026869116
913.29	-0.0053985678	-0.0026992839
913.63	0.0036121219	0.0036121219
913.96	-0.0018104848	-0.0036209697
914.3	0.000906024	0.003624096
914.63	0	0.0598550037
914.97	0	0.0036358387
915.3	0	-0.0036391465
915.63	0	0.0036361109
915.97	0	-0.0036404324
916.3	0.0009112301	0.0027336903
916.64	-0.0009115624	-0.0027346871
916.97	0.0009110738	0.0018221477
917.3	-0.0009113571	-0.0018227142
917.64	0.0009110445	0.0009110445
917.97	-0.0009119536	-0.0009119536
918.31	0.0009122472	0.0009122472
918.64	-0.000912933	0
918.97	0.0009135512	0