wv	8L	6L	10L	12L
747.27	93.68146712	92.86145631	90.22661539	86.06617297
747.64	94.92630294	94.39966604	92.69130728	87.20657654
748.01	93.00525561	93.6837076	90.52715401	86.55199873
748.38	94.65668394	93.78639534	92.00422346	86.90407628
748.75	93.05152337	94.10432286	91.46275323	85.56707609
749.12	91.78977728	93.69011376	91.57827271	85.81637558
749.49	92.20293469	92.7495924	92.18055689	84.7639142
749.86	91.27613324	92.59318458	92.31187264	85.01694265
750.23	91.83227919	93.09724853	92.55144958	85.81564838
750.6	92.36306123	92.85368452	91.85952681	85.72673574
750.97	94.76339654	94.17642209	93.54657873	88.09233306
751.34	95.57658812	94.06487233	92.34283085	86.8086365
751.7	93.70744458	94.89818968	91.76481977	85.68524315
752.07	94.27422754	96.29737704	90.41597769	87.43312907
752.44	92.81669054	92.95339149	90.26493946	85.8579612
752.81	92.73175542	94.10585141	89.81262327	86.36752137
753.18	94.0303441	94.43030443	89.44236935	86.98310911
753.55	93.00198548	93.31445497	89.20027341	86.72004687
753.92	93.42668863	94.58649094	91.06095552	88.00988468
754.29	94.85335919	95.71280474	90.02775641	89.23853794
754.66	94.63857659	95.40835275	91.06654512	88.98679901
755.02	93.65348719	96.11742746	90.96555235	88.0332598
755.39	92.77214038	94.46448437	90.93820585	86.00950679
755.76	93.59720214	94.12180112	91.06164038	84.79335508
756.13	92.70265696	94.81468946	91.22694195	86.45456084
756.5	94.73306201	96.16949964	91.1146072	86.14179692
756.87	93.49642605	93.79173798	89.36205913	85.08003624
757.23	95.16400481	95.78224283	89.75785677	86.11025245
757.6	93.02727427	95.1414535	88.69049636	85.88514315
757.97	92.89501233	95.09674805	88.84949178	85.40505859
758.34	94.55012853	93.51499572	89.40874036	85.59040274
758.71	96.4023984	94.64216838	89.34745258	87.6222869
759.07	95.38982341	94.43358693	89.05213932	87.88650799
759.44	93.94600683	94.92450107	90.2291366	88.12431805
759.81	92.25652036	96.0297068	90.08834606	87.42036535
760.18	92.33025837	95.12246846	91.10734104	87.23359135
760.54	93.9791777	95.20734074	89.7441327	86.101994
760.91	94.77953636	94.44063886	92.19093629	88.47027436
761.28	94.83458458	95.03574123	91.5442365	88.61309673
761.65	93.32410071	93.86385427	89.50321366	88.89954192
762.01	92.74843013	93.63536382	89.89605137	88.48405293
762.38	94.51750457	93.55717204	91.16350736	88.92034257
762.75	93.73088135	94.78893008	90.24004031	87.88642171
763.11	93.20589842	94.7715274	90.54797014	87.87547788
763.48	94.24265701	94.64501262	91.89436336	88.61699404
763.85	94.36567579	96.96442454	92.60356125	89.50875504
764.21	94.14782513	93.38194877	91.16127377	88.69874308
764.58	94.85969053	94.96459481	91.15806826	90.14649133
764.95	94.69586918	95.85801021	90.97850784	90.50173204
765.31	92.28510907	95.14660523	91.5790256	90.67226578
765.68	92.74081318	94.50107195	92.27441983	89.74686877
766.05	92.28324672	94.96018245	90.77279695	90.30171608
766.41	90.39520509	95.24255479	91.3017419	91.01704439
766.78	90.78069685	92.67374697	89.42425936	91.13843861
767.14	93.10083684	94.23681321	90.4199326	92.23749479
767.51	92.92129296	94.35370798	91.13266892	91.86782371
767.88	94.72975572	95.16060781	92.84477784	91.50605886
768.24	94.85936358	94.14367617	91.45792451	90.94232175
768.61	96.39604117	96.69571389	92.20850913	93.15484405
768.97	92.57946446	93.54267001	90.42958967	91.4236178
769.34	95.23532379	93.61347146	90.34648663	90.81209017
769.71	96.93195746	93.7373977	91.18333136	90.64563318
770.07	98.28121848	96.74803308	91.3899536	94.13354852
770.44	98.53338168	97.62278899	92.50574157	94.02070994
770.8	96.05558399	93.6818486	89.17450695	91.33960556
771.17	97.67506447	94.68359452	91.75560405	92.00952192
771.53	97.24928826	94.74718313	92.67813465	93.68058062
771.9	96.87762028	95.81553204	91.99041725	93.37193053
772.26	97.76969503	96.68252128	93.12522483	92.58963188
772.63	100.6900234	98.20101039	96.22130037	95.52306239
772.99	100.1833868	98.03275955	93.79819114	95.27362147
773.36	99.19014819	98.03798789	95.03235233	96.01753287
773.72	98.67372881	98.70762712	95.4279661	95.33474576
774.09	99.25954296	99.965956	96.19558279	98.1616239
774.45	97.39917556	97.9941354	95.27431898	96.78721686
774.82	98.02396468	97.45217574	93.43283582	95.39205382
775.18	97.90085045	96.94669156	93.09686787	94.27504667
775.54	98.31608931	96.22167302	94.14401206	94.83098061
775.91	96.4664311	96.82394513	93.36520474	93.37351902
776.27	96.26136888	95.3225198	93.72144683	92.51435517
776.64	95.39259947	96.23644572	92.50664529	92.99607611
777	96.75761501	95.89687879	90.89123804	91.18372122
777.37	95.72674786	96.05545956	92.92848413	93.87247672
777.73	94.25925153	97.3799491	92.69890275	92.48195586
778.09	92.23588436	96.11794218	91.08442653	90.82123617
778.46	90.43089664	94.44877209	91.06227707	93.20241073
778.82	91.21378683	95.55316775	91.76757449	92.61065421
779.19	90.18798716	98.21599767	91.86361552	92.65557918
779.55	90.83975899	97.75839548	91.77516538	94.20216576
779.91	90.79029767	95.39097399	90.83204609	94.35561308
780.28	92.20286064	95.80608413	90.93709126	96.41365343
780.64	93.52154532	97.40182551	91.09318616	94.80365103
781	93.07695591	96.3464083	90.36237142	95.45861966
781.37	92.39930979	95.1517192	90.74954758	94.80661588
781.73	92.58690552	94.74514822	88.21070591	94.39539347
782.09	93.45235535	96.25725963	89.33964293	95.91309959
782.45	93.44732953	93.20244881	88.22883682	93.87798185
782.82	93.39231525	94.30696243	90.2209685	94.91387785
783.18	93.43908026	94.19112244	88.77987639	93.71569348
783.54	92.81380438	94.76741684	89.41434657	93.62278928
783.91	92.07791643	95.5737206	89.86042871	92.86925519
784.27	90.17659565	95.6697184	89.64724259	91.8861457
784.63	94.3926916	99.20795644	92.25957428	94.77071239
784.99	94.91350258	97.96000899	91.96585037	93.06223321
785.36	94.88361582	98.57175141	92.19887006	94.9740113
785.72	94.57741042	97.40224352	93.58735637	94.51382897
786.08	92.94254624	93.55156509	89.60189871	93.89189915
786.44	93.38415338	96.47955648	91.66551167	98.37375837
786.81	95.40799626	95.9784896	93.35983166	94.37923778
787.17	94.21507101	97.40480347	93.13924409	96.15910914
787.53	93.1645689	96.3607222	92.89115165	95.59703955
787.89	91.99400721	95.91741186	92.03146215	95.88932066
788.25	92.47428008	97.8296613	93.40442524	95.02043501
788.61	94.42878303	97.62052654	93.32982942	95.11682355
788.98	95.36364068	97.84333286	94.62258325	96.26621063
789.34	94.26632902	96.92292991	93.97008935	94.81102776
789.7	95.80602883	97.88359788	94.19445658	94.82549391
790.06	97.24437999	98.42397873	94.30505197	96.81895093
790.42	97.0163391	97.17736206	91.39947904	96.59957376
790.78	95.82086804	94.0166613	89.99401666	93.30786579
791.14	99.84595388	96.83242671	96.06219612	97.20791412
791.51	96.73672826	95.27907086	95.93736775	96.63328161
791.87	100.5754568	96.35544046	94.02484055	98.09140172
792.23	101.3931962	97.21360752	95.21923756	98.54000668
792.59	96.13287514	94.37342497	93.07216495	96.45360825
792.95	97.242706	96.73888151	93.67929281	95.2365685
793.31	94.34584293	94.19229553	92.18714718	97.66066025
793.67	96.0106503	95.2705447	93.49248612	96.43485717
794.03	94.93785311	97.35141243	93.26553672	96.80903955
794.39	97.15422977	97.86795992	93.25616507	98.10586997
794.75	96.63779929	96.58222572	93.27559857	98.6013986
795.11	96.96788166	98.55306207	93.94497949	98.41481959
795.47	96.86647872	99.00171003	93.49262837	97.03286038
795.83	95.36905688	98.87429644	94.24335332	96.40323983
796.19	97.11211007	98.80125324	93.37964855	97.79321618
796.55	99.30169523	98.42881426	93.70606882	99.19143658
796.91	97.28736675	99.3377183	92.46994783	98.30347017
797.27	95.42944372	97.49472455	92.23274817	97.49472455
797.63	96.16578912	98.08289456	91.4855317	98.14589802
797.99	95.67636018	98.32662476	93.20700104	99.2040161
798.35	97.57173389	98.69946796	93.65194852	98.18107408
798.71	96.51950582	96.03241376	89.4345304	96.82061728
799.07	97.81440185	95.50442006	90.52907467	97.9032473
799.43	100.7197805	96.27513608	91.67753835	98.1465653
799.79	100.4984819	98.80364345	92.11492274	98.82177006
800.15	98.19990099	98.51491832	92.46658566	100.1890104
800.51	98.36841394	99.52224275	94.68157029	99.341957
800.87	98.33921157	98.26777981	93.73186303	98.25885084
801.23	98.75598514	96.23215644	93.86047344	97.44932206
801.59	98.88268156	96.81787709	92.56312849	97.03240223
801.95	98.68205741	97.00145947	91.88005838	98.58475963
802.31	100.856589	98.29583878	94.40962986	101.2533249
802.66	97.31128112	97.71812674	93.04824658	99.84079954
803.02	96.46391345	97.15881603	92.82227207	96.32317368
803.38	96.58171963	98.05918608	93.74043799	97.79691393
803.74	94.87689845	97.70671974	92.02976937	97.16152482
804.1	96.55734096	98.05414924	92.75368699	97.82522562
804.46	97.99412695	97.71402756	94.96724644	100.2349221
804.82	97.8362913	97.41606688	94.69801958	97.3803031
805.17	95.8324077	98.20500289	93.69085174	99.04029857
805.53	95.49940782	96.03456595	90.85844629	97.58740185
805.89	94.80745018	96.12729562	92.07224417	98.52385707
806.25	92.81432034	96.27535184	90.7138909	97.26178834
806.61	94.68246077	95.43469802	92.46898102	98.22748692
806.97	96.64897583	97.57884118	93.71025045	98.94732225
807.32	95.87129715	97.43826753	92.06831287	99.11967956
807.68	96.35977149	98.5651654	93.83552544	99.55714982
808.04	94.42088234	97.57771851	92.03357964	99.35289231
808.4	95.67160876	99.88493029	95.39721177	99.35383935
808.75	98.11413505	100.5094517	94.51222237	100.8401484
809.11	95.79595198	97.58158887	93.07415594	98.27504009
809.47	93.71823276	99.59164169	93.45757852	97.74099657
809.83	95.71384656	100.781696	94.86188573	98.55078828
810.18	94.10867576	98.2047148	93.09773846	98.38772931
810.54	93.84789912	98.19363847	91.29106855	98.16745931
810.9	95.54059371	98.44357977	93.17098763	99.64149871
811.25	95.76877496	99.49962691	91.92380284	97.24355879
811.61	92.47567568	97.24108108	90.81513514	97.43135135
811.97	96.21428886	100.2024915	93.09768015	100.8187701
812.33	96.40982667	98.25342919	93.53415957	100.1146738
812.68	96.00611754	98.96001748	93.25322263	99.27463404
813.04	97.40097352	98.570982	94.54293753	100.3483231
813.4	97.35164296	97.48539837	92.87529538	100.5350216
813.75	95.98551567	98.87344092	94.42085028	99.70494881
814.11	96.3675309	98.45597751	92.06568789	97.34035432
814.46	95.87666319	100.3723718	94.3690114	99.94550656
814.82	99.55309343	103.7987058	97.97960989	101.8900424
815.18	97.33821175	100.9787331	95.27098102	99.8810885
815.53	95.05152767	99.35533663	94.17079039	98.87410905
815.89	97.03205936	100.7933175	95.68808624	100.5693219
816.25	97.03967399	99.2599185	94.86627008	101.3115368
816.6	95.33584695	99.03179258	92.82223153	100.4841037
816.96	96.73887505	99.88722334	93.04543959	101.3063296
817.31	94.49412426	100.0936373	94.52221546	99.57863196
817.67	95.14359094	98.54307728	94.22834462	98.02941863
818.02	95.63490209	98.19600879	94.60672057	98.91573585
818.38	94.43334418	97.57446215	93.24380837	99.94424051
818.74	95.93832968	97.77353393	92.99455028	98.60263636
819.09	98.27610569	97.8992982	91.71965522	99.80217606
819.45	98.70494691	97.89553873	91.3250488	98.93348569
819.8	98.6737274	97.15662421	91.92786604	99.47521588
820.16	99.95185595	99.83631024	92.49915748	103.485629
820.51	99.37831763	98.58447707	93.21888002	103.3283918
820.87	100.2197907	100.4204692	94.05609441	103.0101773
821.22	98.65924975	98.84942709	94.38976846	100
821.58	101.3587616	99.18474305	94.01174358	101.9604989
821.93	99.15538081	99.96116693	94.50512111	102.2523178
822.29	99.27329102	100.2713047	93.51775592	103.7013711
822.64	99.53701471	99.72027972	92.72727273	100.1736195
823	96.59052818	98.64961931	92.61600345	98.17076091
823.35	98.58308497	102.0716275	93.34538525	100.1856647
823.7	98.34069186	100.5919169	94.39134443	101.4943477
824.06	96.84643289	100.0096735	94.23458283	101.3252721
824.41	97.37892299	99.33980391	94.87609006	102.8477115
824.77	98.30666079	99.50080752	93.31473597	102.0359223
825.12	96.22913761	97.96065605	93.04506758	100.8176615
825.48	97.54030085	99.53941888	95.5999804	101.6071341
825.83	98.86663021	101.1234279	96.82855297	100.6163941
826.18	98.31139806	99.6225478	95.96722126	99.0166377
826.54	103.4157164	101.9606831	98.16314948	101.2796037
826.89	101.2658874	99.93874738	98.18283906	99.37726507
827.24	100.0206516	100	96.5718416	100.6092209
827.6	101.2814502	99.89581705	97.15580559	102.3753712
827.95	99.11129271	98.88656213	97.37473824	101.6650493
828.31	98.89469148	99.10764083	95.38609745	101.4500837
828.66	97.99341272	96.09830251	93.4735242	98.32784393
829.01	99.21459205	97.85046246	93.12768046	101.1367747
829.37	95.58379015	97.26420411	92.98119781	99.37496798
829.72	97.57667934	98.42839037	93.7338403	99.10773131
830.07	96.34475386	99.53163977	92.53678155	97.78037978
830.42	95.88418526	97.97783792	92.97349742	97.76336619
830.78	98.7832146	99.30320836	95.47605429	100.1975976
831.13	97.81335821	97.10865848	96.19669413	100.849785
831.48	98.13356968	100.2606746	95.4016996	102.6797352
831.84	97.98752686	99.36062051	94.67533148	102.6728159
832.19	102.4671665	101.8397405	95.58674961	104.243101
832.54	97.49019608	98.95424837	94.2379085	102.2169935
832.89	96.63909814	98.12463783	93.63641153	101.5487541
833.25	95.69892473	99.44400734	92.32100708	102.0246525
833.6	96.19859948	98.61001422	90.83873006	100.105302
833.95	100.1175528	99.73283462	92.18808442	101.9449639
834.3	97.84946237	97.58720168	89.34172568	100.3776554
834.65	98.29998416	98.97576685	91.42600707	100.9714376
835.01	98.89048914	98.67712167	94.37776711	101.4508988
835.36	98.17082954	100.4920575	93.7316147	101.5617479
835.71	96.77879284	97.43359561	90.93837461	100.9399588
836.06	98.29059829	99.09752084	91.83521792	101.9005149
836.41	96.0792514	97.81483611	90.34973078	97.8462021
836.77	94.60936269	97.41501602	92.5077497	98.87563705
837.12	97.67606016	97.80637455	92.47434436	101.3574415
837.47	98.91166932	98.19710878	91.89798274	100.4837025
837.82	100.8397246	97.81671612	92.55444214	101.4891116
838.17	101.0204654	98.20577516	92.39697225	99.20381273
838.52	98.95526535	99.11086413	92.12003334	100.2889692
838.87	102.4327858	98.74950264	94.78201557	101.7848008
839.23	101.578859	97.51413695	93.68456413	101.0189799
839.58	102.98372	101.4067729	95.23512394	102.393783
839.93	98.52604545	98.63770867	92.80888839	102.1327676
840.28	98.74512464	99.78520151	94.46046012	103.1880617
840.63	98.37730496	99.01276596	93.96312057	103.9035461
840.98	97.99308351	99.73921424	94.01326606	102.3924259
841.33	97.26058539	97.39698778	92.29326513	101.4663257
841.68	98.68563918	96.26264358	92.71958398	103.4287674
842.03	99.35353535	99.30735931	94.88600289	105.6450216
842.38	97.78148169	97.873441	93.01109259	102.5978505
842.73	97.71111496	100.1271603	93.44546558	100.462401
843.08	98.75617553	100.2557396	93.9668701	102.2202848
843.43	98.22957981	99.33321837	93.21722136	100.0689774
843.78	102.800356	99.67962029	97.53188965	102.4325126
844.13	98.35613221	98.09781013	94.68091352	99.77690366
844.48	99.70534504	98.66815959	95.27373446	100.8368201
844.83	100.6078303	99.42792444	94.54144568	102.5028306
845.18	98.30113059	98.80361309	95.20248848	100.9690734
845.53	96.86814165	99.53733911	95.26662317	101.0439528
845.88	98.84942765	99.84737306	93.80099795	99.22512474
846.23	100.9262044	99.60305527	94.98406207	102.2734107
846.58	97.71632471	97.72821885	94.70710675	101.4748736
846.93	95.12919513	99.07335907	94.92723493	102.8036828
847.28	93.35645835	100.0352754	92.30995355	101.4110177
847.63	92.53580555	100	92.67843347	102.0799905
847.98	93.64870522	100.4545183	91.2565038	101.3157108
848.33	93.65705071	97.3362002	91.0051962	101.2184196
848.68	92.75735955	96.18682175	94.6759398	99.29252353
849.03	95.86148135	97.90639645	93.36619804	101.5336863
849.38	94.2122571	95.58744395	90.24215247	98.03886398
849.72	97.7370757	98.72476089	92.17353254	102.1629055
850.07	99.2825225	98.81679149	91.75530241	102.6559255
850.42	98.66742096	97.38512792	89.76679867	101.4457225
850.77	96.31779317	96.9793422	90.63845722	102.2717344
851.12	95.81574601	95.43647152	90.46919924	99.4372056
851.47	95.89391576	95.66926677	90.77691108	100.574103
851.82	97.99032846	97.3623061	92.86566602	99.73623061
852.16	100.1535018	96.00895427	93.27150624	101.1384714
852.51	100.6070391	100.1549887	94.62705844	103.6938973
852.86	97.46170117	98.19242356	92.32100506	101.8844946
853.21	97.49184209	97.31268795	91.43899162	104.0181713
853.56	96.04125296	100.5252706	95.73377746	104.9580424
853.9	96.89099035	99.65023641	95.80283697	106.6455081
854.25	96.75245491	99.34535652	93.9670111	103.4272511
854.6	98.31078852	100.7258331	93.22995711	104.3418014
854.95	97.93135253	98.81415113	93.26701364	101.3439621
855.3	101.8881821	98.20555742	93.67927687	101.218614
855.64	97.82680277	96.97069476	91.00428054	101.1326967
855.99	98.55905876	97.51470685	93.45627603	102.2869985
856.34	101.5320995	99.82374076	93.96651074	105.2064267
856.69	101.0142123	97.95823047	93.06065257	101.6547675
857.03	99.98648009	97.85033462	94.05124045	102.9203001
857.38	97.66012294	96.13986384	90.98420252	101.374843
857.73	101.1887876	100.5133401	93.5832489	100.8240459
858.07	101.8914749	97.63900999	92.99751828	101.7707425
858.42	100.5499296	98.51116625	91.99248877	100.4962779
858.77	98.50619144	95.19098473	91.23370242	97.70687283
859.12	100	99.04241689	92.95974105	98.85359768
859.46	96.07505138	96.49937015	92.4816018	98.43532454
859.81	96.19911883	96.6068258	89.67580719	99.14513053
860.16	95.9587903	98.28514457	90.92057162	100.0930542
860.5	96.67404278	96.6874539	90.93408436	101.139945
860.85	99.33879744	98.966871	92.01046904	101.804532
861.19	97.20346498	98.10381284	92.21062683	100.5047405
861.54	100.3456142	96.77887606	91.49789175	100.4009124
861.89	99.21134556	95.55863023	90.97890003	101.1622276
862.23	99.21003395	95.49580764	93.47238584	101.8016769
862.58	95.77187139	93.70539052	91.92441031	98.74923527
862.93	91.73399212	94.41810777	89.39707552	97.78326768
863.27	94.13889457	96.49696722	89.17740067	98.73236557
863.62	95.27132308	94.48546846	89.29611815	97.79147754
863.96	97.63917022	97.19214919	91.91171335	100
864.31	96.73207178	96.85776133	93.79931569	99.62293136
864.65	93.45217452	95.76888396	92.9527641	97.96074079
865	97.08401161	96.89999292	95.28629061	98.95250902
865.35	95.27670074	97.39161086	93.52837504	99.16813535
865.69	101.1222036	99.18385193	96.22531516	100.8890184
866.04	96.65361339	96.63937344	92.26771093	98.91776433
866.38	99.29000942	95.17496196	93.21886546	100.1593856
866.73	99.94174616	96.85429258	91.96096993	100.7136096
867.07	99.41940634	97.27120981	91.29109514	99.4048915
867.42	99.12715438	99.31947629	94.03802056	100.4438198
867.76	100.2051132	98.4030474	92.58662369	99.54582082
868.11	102.5798799	98.29490696	91.47453481	101.7199199
868.45	100.6752294	96.59449541	90.57614679	100.2788991
868.8	99.38947212	98.70448961	92.55453801	101.7124563
869.14	99.86588183	98.86744654	90.06035318	100.8792191
869.48	98.4737349	97.54019412	91.44995184	101.7485367
869.83	96.00381988	96.6208771	89.40718431	99.82369794
870.17	98.18627815	97.24968409	89.81639783	98.45387646
870.52	100.1783989	96.22389058	89.80153126	99.59860254
870.86	101.1510791	98.24308974	91.1397198	100.8481636
871.21	98.54995846	94.44150744	90.52941621	101.8729703
871.55	99.42904365	94.09510931	89.54248366	99.15859064
871.89	98.03966264	96.96071727	92.88807841	101.8691589
872.24	98.69982614	96.91586666	91.65469801	99.33479477
872.58	100.2863818	96.15645489	92.22247343	99.6533273
872.93	100.0153362	97.5001917	90.6448892	101.0582011
873.27	98.81346791	96.40958471	91.44772325	101.3868557
873.61	97.37660171	96.14830541	90.97732959	99.71188111
873.96	94.96091675	96.75191622	91.48516354	97.89026334
874.3	95.08184355	94.7650298	89.36410953	97.94825375
874.64	96.65628087	95.03001748	89.30009879	98.44973022
874.99	94.95065412	94.85884783	90.17672711	100.627343
875.33	94.76423522	94.06509749	90.6626272	98.1977783
875.67	96.56210393	96.46704689	91.60329531	99.27915082
876.02	98.43232323	98.96565657	92.58181818	100.4040404
876.36	97.05630403	97.14975469	90.43688186	97.97523557
876.7	95.92508424	94.06002664	92.05391427	98.71483426
877.05	98.35061648	97.22380991	94.33330612	102.1066384
877.39	95.95783467	93.96052944	91.61448839	99.49274788
877.73	97.51208304	94.37445527	91.36360035	99.54044846
878.07	96.96549474	98.2380292	92.07113141	100.1468309
878.42	100.8419635	100.1515534	94.47671971	102.0375516
878.76	99.18267266	97.22108705	92.43154884	102.7952595
879.1	101.9315627	96.5365082	94.18866039	101.3820664
879.44	102.5436109	97.66262783	94.99871101	104.4341325
879.79	99.94973611	95.66055123	91.85725057	101.6084443
880.13	97.65539344	95.22644851	90.45289702	100.8602513
880.47	98.4709737	95.39611863	89.06158111	98.50457868
880.81	97.48918483	96.42039189	90.46568835	96.79362117
881.15	98.00704407	96.27179796	90.58500129	97.37135985
881.5	94.62986198	94.52948557	88.7076537	96.03513174
881.84	94.76544862	95.28388661	90.2500209	96.67196254
882.18	93.32276104	95.84341875	89.93406227	96.52783574
882.52	98.34287179	96.9761681	94.89194499	97.8474417
882.86	94.16070677	95.77618847	92.25915019	96.06226336
883.2	94.89735575	94.06944327	91.51812115	96.90800034
883.55	94.90822972	96.12619471	90.01945361	98.39296287
883.89	93.82518718	96.1638765	91.08269538	97.10608227
884.23	96.41376977	96.54909921	89.19056077	100.6089825
884.57	94.29145392	94.29145392	86.95906922	99.83259396
884.91	95.40520071	94.10923168	91.65193975	98.35058487
885.25	92.66342428	94.24614624	88.55823922	96.90050284
885.59	91.16366921	94.30073089	88.86425228	98.19331527
885.93	92.47747375	94.87476234	87.76556171	96.62726296
886.27	97.13575165	96.41540177	90.10376469	98.86802161
886.62	95.68504205	94.92058099	88.00645545	95.53214983
886.96	96.11947919	93.00485065	88.81797294	94.57067484
887.3	95.46265613	94.86787323	86.40496219	97.12804826
887.64	98.24076401	94.33693558	85.49049175	96.64907431
887.98	97.45940944	93.67376125	87.51577353	97.49305964
888.32	97.45898191	96.11274716	89.68447623	99.29322676
888.66	95.69129179	92.02641354	87.89929839	98.41518778
889	97.83802044	94.29102272	90.82847732	100.1013428
889.34	97.48085947	93.0682473	89.92343789	98.09006339
889.68	98.86757373	95.06464971	90.82227668	100.3718415
890.02	99.38553517	94.93481691	87.64427468	98.7046417
890.36	98.85505683	96.18352277	88.13573384	100.4314279
890.7	97.74196188	93.14407265	87.79350405	100.5890534
891.04	100.6452147	98.01472413	89.89163703	101.2077095
891.38	97.01225948	96.33027523	91.96232849	97.92157181
891.72	96.68642898	96.57272801	89.1496792	96.93007391
892.06	98.78718348	94.82094567	90.75637138	97.50880931
892.4	99.03649873	96.21131706	90.75692006	99.05282926
892.74	99.74947808	96.91022965	92.81837161	100.1336117
893.08	98.9021043	97.22199118	91.64933877	98.66921733
893.41	100.1819836	95.63239308	92.65447928	100.2647034
893.75	101.0528913	96.52874887	91.57686929	100.6745085
894.09	98.29403718	95.02695743	88.91124165	101.1265792
894.43	99.51640203	95.84105747	92.35915209	101.2412348
894.77	101.603272	97.77505112	92.03271984	103.3865031
895.11	97.02656593	93.17572508	89.55236006	98.50515883
895.45	95.65321999	95.33242441	86.54262571	96.67976582
895.79	96.30433036	94.39222303	87.24190568	99.10018478
896.13	95.19423308	94.80977173	87.53704445	96.97236684
896.46	96.72546073	92.54923673	87.40805189	97.08929843
896.8	95.9005323	95.2490665	89.38587431	96.82211806
897.14	94.4712108	95.41900324	87.78927415	97.10923308
897.48	95.66412693	93.57473883	87.82499411	98.50757992
897.82	93.54392437	93.71301207	86.53447083	97.43294136
898.16	94.17944129	93.82149249	88.01649677	97.74336627
898.49	93.52018112	91.95877898	89.21071122	96.97087985
898.83	92.46881619	90.61740017	88.51494469	96.87769671
899.17	93.54736425	92.54855331	87.87158145	98.90606421
899.51	94.53353345	93.88577297	87.97693341	99.24164626
899.85	92.37134526	92.93876586	89.17172354	99.054299
